dataset_name,url,source_region,source_platform,label_format,collection,notes,durum_bizde,rol,gerekce,bizde_kaynak_adi
KDD21 / UCR Anomaly Series 234,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 235,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 236,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 237,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 238,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 239,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 240,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 241,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 242,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 243,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 244,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 245,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 246,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 247,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 248,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 249,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
KDD21 / UCR Anomaly Series 250,https://www.thedatum.org/datasets/TSB-AD-U.zip,Global,GitHub/Web,Normalized CSV Label column (0/1),KDD21/UCR via TSB-AD-U,Independent labeled time series,Kullanılıyor,benchmark,"UCR arşivinin serisi; ucr / ucr_fizyo* olarak değerlendirmede, eğitime girmez",ucr
UCR Time Series Anomaly Archive 2021,https://www.cs.ucr.edu/~eamonn/time_series_data_2018/UCR_TimeSeriesAnomalyDatasets2021.zip,Global,University,Anomaly interval encoded in benchmark; use normalized TSB-AD-U for 0/1 column,UCR/KDD21,,Kullanılıyor,benchmark,İndirildi; 250 seri değerlendirmede (tekrar dosyası temizlendi),ucr
UCR Time Series Anomaly Archive - Figshare,https://figshare.com/articles/dataset/UCR_Time_Series_Anomaly_Detection_datasets_2021_/26410744,Global,Figshare,Anomaly interval benchmark; convert or use TSB-AD-U,UCR/KDD21,,Kopya / ayna,–,UCR arşivinin aynası,
Numenta Anomaly Benchmark (NAB),https://github.com/numenta/NAB,Global,GitHub/Web,Binary 0/1 labels,NAB,,Kullanılıyor,benchmark,"58 seri, pencere etiketleriyle değerlendirmede",nab
NAB - artificialWithAnomaly,https://github.com/numenta/NAB/tree/master/data/artificialWithAnomaly,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - realAWSCloudwatch,https://github.com/numenta/NAB/tree/master/data/realAWSCloudwatch,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - realAdExchange,https://github.com/numenta/NAB/tree/master/data/realAdExchange,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - realKnownCause,https://github.com/numenta/NAB/tree/master/data/realKnownCause,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - realTraffic,https://github.com/numenta/NAB/tree/master/data/realTraffic,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - realTweets,https://github.com/numenta/NAB/tree/master/data/realTweets,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - ambient_temperature_system_failure,https://github.com/numenta/NAB/blob/master/data/realKnownCause/ambient_temperature_system_failure.csv,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - cpu_utilization_asg_misconfiguration,https://github.com/numenta/NAB/blob/master/data/realKnownCause/cpu_utilization_asg_misconfiguration.csv,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - ec2_request_latency_system_failure,https://github.com/numenta/NAB/blob/master/data/realKnownCause/ec2_request_latency_system_failure.csv,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - machine_temperature_system_failure,https://github.com/numenta/NAB/blob/master/data/realKnownCause/machine_temperature_system_failure.csv,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - nyc_taxi,https://github.com/numenta/NAB/blob/master/data/realKnownCause/nyc_taxi.csv,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - rogue_agent_key_hold,https://github.com/numenta/NAB/blob/master/data/realKnownCause/rogue_agent_key_hold.csv,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
NAB - rogue_agent_key_updown,https://github.com/numenta/NAB/blob/master/data/realKnownCause/rogue_agent_key_updown.csv,Global,GitHub/Web,Timestamp anomaly windows / binary labels derivable,NAB,,Kullanılıyor,benchmark,NAB alt kümesi/serisi; değerlendirmede,
Yahoo S5 / Yahoo Labeled Time Series Anomalies,https://huggingface.co/datasets/YahooResearch/ydata-labeled-time-series-anomalies-v1_0,Global,Hugging Face,Binary 0/1 labels,Yahoo S5,,Sadece değerlendirme,benchmark,HF'de erişim izniyle; araştırma lisansı (yeniden dağıtım yok). TSB-AD-U içinde,
Yahoo S5 - A1Benchmark,https://huggingface.co/datasets/YahooResearch/ydata-labeled-time-series-anomalies-v1_0,Global,Hugging Face,Binary 0/1 labels,Yahoo S5,,Sadece değerlendirme,benchmark,Araştırma lisansı; TSB-AD-U içinde,
Yahoo S5 - A2Benchmark,https://huggingface.co/datasets/YahooResearch/ydata-labeled-time-series-anomalies-v1_0,Global,Hugging Face,Binary 0/1 labels,Yahoo S5,,Sadece değerlendirme,benchmark,Araştırma lisansı; TSB-AD-U içinde,
Yahoo S5 - A3Benchmark,https://huggingface.co/datasets/YahooResearch/ydata-labeled-time-series-anomalies-v1_0,Global,Hugging Face,Binary 0/1 labels,Yahoo S5,,Sadece değerlendirme,benchmark,Araştırma lisansı; TSB-AD-U içinde,
Yahoo S5 - A4Benchmark,https://huggingface.co/datasets/YahooResearch/ydata-labeled-time-series-anomalies-v1_0,Global,Hugging Face,Binary 0/1 labels,Yahoo S5,,Sadece değerlendirme,benchmark,Araştırma lisansı; TSB-AD-U içinde,
MGAB / Mackey-Glass Anomaly Benchmark,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde. Eğitim için değer katmaz,
MGAB-1,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde,
MGAB-2,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde,
MGAB-3,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde,
MGAB-4,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde,
MGAB-5,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde,
MGAB-6,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde,
MGAB-7,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde,
MGAB-8,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde,
MGAB-9,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde,
MGAB-10,https://github.com/MarkusThill/MGAB,Global,GitHub/Web,Binary 0/1 labels,MGAB,,Sadece değerlendirme,benchmark,Sentetik kaotik; TSB-AD-U içinde,
SKAB / Skoltech Anomaly Benchmark,https://github.com/waico/SKAB,Global,GitHub/Web,Binary 0/1 labels,SKAB,,Kullanılıyor,benchmark,34 seri değerlendirmede; SKAB teaser (etiketsiz) eğitimde,skab
SKAB - anomaly-free,https://github.com/waico/SKAB/tree/master/data/anomaly-free,Global,GitHub/Web,Binary 0/1 labels,SKAB,,Kullanılıyor,benchmark,SKAB alt kümesi; değerlendirmede,
SKAB - valve1,https://github.com/waico/SKAB/tree/master/data/valve1,Global,GitHub/Web,Binary 0/1 labels,SKAB,,Kullanılıyor,benchmark,SKAB alt kümesi; değerlendirmede,
SKAB - valve2,https://github.com/waico/SKAB/tree/master/data/valve2,Global,GitHub/Web,Binary 0/1 labels,SKAB,,Kullanılıyor,benchmark,SKAB alt kümesi; değerlendirmede,
SKAB - other,https://github.com/waico/SKAB/tree/master/data/other,Global,GitHub/Web,Binary 0/1 labels,SKAB,,Kullanılıyor,benchmark,SKAB alt kümesi; değerlendirmede,
SMD / Server Machine Dataset,https://github.com/NetManAIOps/OmniAnomaly/tree/master/ServerMachineDataset,China,GitHub/Web,test_label files: 0/1 per timestamp,Tsinghua NetMan,,Kullanılıyor,benchmark,28 makine değerlendirmede,smd
PSM / Pooled Server Metrics,https://github.com/eBay/RANSynCoders/tree/main/data,Global,GitHub/Web,test_label.csv binary labels,PSM,,Kullanılıyor,benchmark,Değerlendirmede,psm
NASA SMAP,https://github.com/khundman/telemanom,Global,GitHub/Web,Labeled anomaly sequences; binary point labels can be generated,NASA telemetry,,Kullanılıyor,benchmark,Değerlendirmede (P-2 tekrar kanalı birleştirildi),smap
NASA MSL,https://github.com/khundman/telemanom,Global,GitHub/Web,Labeled anomaly sequences; binary point labels can be generated,NASA telemetry,,Kullanılıyor,benchmark,Değerlendirmede,msl
NASA SMAP + MSL data ZIP,https://s3-us-west-2.amazonaws.com/telemanom/data.zip,Global,S3,Use labeled_anomalies.csv to generate 0/1 labels,NASA telemetry,,Kopya / ayna,–,Kaggle kopyasından alındı; aynı veri,
NASA SMAP + MSL labeled anomalies,https://github.com/khundman/telemanom/blob/master/labeled_anomalies.csv,Global,GitHub/Web,Anomaly ranges; binary labels can be generated,NASA telemetry,,Kullanılıyor,benchmark,Etiket dosyası olarak kullanılıyor,
Exathlon,https://github.com/exathlonbenchmark/exathlon,Global,GitHub/Web,Binary 0/1 labels,Exathlon,,Sadece değerlendirme,benchmark,Spark kümesi; Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
SWaT,https://itrust.sutd.edu.sg/itrust-labs_datasets/dataset_info/#swat,Global,University / request,Normal/Attack label; binary transform,SWaT,,Sadece değerlendirme,benchmark,iTrust başvurusu gerekli; TSB-AD-M içinde,
WADI,https://itrust.sutd.edu.sg/itrust-labs_datasets/dataset_info/#wadi,Global,University / request,Attack labels; binary transform,WADI,,Eklenebilir,görülmemiş doğrulama,iTrust başvurusu gerekli; su dağıtım saldırıları. TSB-AD'de değilse görülmemiş doğrulama için değerli,
CATS / Controlled Anomalies Time Series,https://zenodo.org/records/8338435,Global,Zenodo,y column: 0/1,CATS,,Kullanılıyor,eğitim + tanıdık doğrulama,"İlk %70 eğitim ve bankada, son %30 doğrulama. TSB-AD'de CATSv2 var: resmi gönderimde çıkarılmalı",cats
CATS / Hugging Face mirror,https://huggingface.co/datasets/THULab/controlled-anomalies-time-series-dataset,China,Hugging Face,y column: 0/1,CATS / THULab mirror,,Kopya / ayna,–,CATS aynası,
ESA Anomaly Dataset,https://github.com/esa/anomaly-dataset,Global,GitHub/Web,Binary 0/1 labels,ESA,,Kullanılıyor,eğitim + görülmemiş doğrulama,"Mission 1 tam (eğitim, son %30 tanıdık doğrulama), Mission 2 görülmemiş; pozitif = Anomaly, Rare Event = -1",
ESA Anomaly Dataset - Zenodo,https://zenodo.org/records/12528696,Global,Zenodo,Binary 0/1 labels,ESA,,Kullanılıyor,eğitim + görülmemiş doğrulama,Zenodo'dan indirilen asıl kaynak,"esa_full, esa2"
PATH Multivariate Time-Series Anomaly Dataset,https://github.com/lcs-crr/PATH,Global,GitHub/Web,Binary 0/1 labels,PATH,,Eklenebilir,eğitim,"İncelendi: EV aktarma organı Simulink simülasyonu, MIT, 4.7–12.8 GB. TEP simülasyonu karşılıyor; ikinci parti",
WASD Wireless Anomaly Dataset,https://github.com/bk-squared/WASD,Global,GitHub/Web,Binary 0/1 labels,WASD,,Uygun değil,–,"İncelendi: spektrogram görüntüleri (zaman serisi değil), anomaliler sentetik bindirme; GPL-3.0",
NeurIPS-TS-UNI,https://github.com/carrtesy/TSADBench,Global,GitHub/Web,test_label.npy binary labels,NeurIPS-TS,,Uygun değil,–,Sentetik (NeurIPS-TS üreticisi),
NeurIPS-TS-MUL,https://github.com/carrtesy/TSADBench,Global,GitHub/Web,test_label.npy binary labels,NeurIPS-TS,,Uygun değil,–,Sentetik,
toyUSW,https://github.com/carrtesy/TSADBench,Global,GitHub/Web,test_label.npy binary labels,TSADBench,,Uygun değil,–,Oyuncak sentetik set,
NIPS-TS-GECCO,https://github.com/starry-Hz/anomaly_dataset/tree/main/NIPS-TS-GECCO,China,GitHub/Web,Binary 0/1 labels,Chinese anomaly_dataset mirror,,Sadece değerlendirme,benchmark,Su kalitesi (GECCO 2018); TSB-AD-M içinde,
NIPS-TS-SWAN,https://github.com/starry-Hz/anomaly_dataset/tree/main/NIPS-TS-SWAN,China,GitHub/Web,Binary 0/1 labels,Chinese anomaly_dataset mirror,,Sadece değerlendirme,benchmark,Güneş rüzgârı (SWAN-SF); benchmark,
KPI mirror,https://github.com/starry-Hz/anomaly_dataset/tree/main/KPI,China,GitHub/Web,Binary 0/1 labels,Chinese anomaly_dataset mirror,,Sadece değerlendirme,benchmark,AIOps 2018 KPI = TSB-AD IOPS,
SMD mirror,https://github.com/starry-Hz/anomaly_dataset/tree/main/SMD,China,GitHub/Web,Binary 0/1 labels,Chinese anomaly_dataset mirror,,Kopya / ayna,–,SMD aynası,
SMAP mirror,https://github.com/starry-Hz/anomaly_dataset/tree/main/SMAP,China,GitHub/Web,Binary 0/1 labels,Chinese anomaly_dataset mirror,,Kopya / ayna,–,SMAP aynası,
MSL mirror,https://github.com/starry-Hz/anomaly_dataset/tree/main/MSL,China,GitHub/Web,Binary 0/1 labels,Chinese anomaly_dataset mirror,,Kopya / ayna,–,MSL aynası,
PSM mirror,https://github.com/starry-Hz/anomaly_dataset/tree/main/PSM,China,GitHub/Web,Binary 0/1 labels,Chinese anomaly_dataset mirror,,Kopya / ayna,–,PSM aynası,
SWaT mirror/loader,https://github.com/starry-Hz/anomaly_dataset/tree/main/SWaT,China,GitHub/Web,Binary 0/1 labels,Chinese anomaly_dataset mirror,,Kopya / ayna,–,SWaT yükleyicisi; veri başvuruyla,
WADI mirror/loader,https://github.com/starry-Hz/anomaly_dataset/tree/main/WADI,China,GitHub/Web,Binary 0/1 labels,Chinese anomaly_dataset mirror,,Kopya / ayna,–,WADI yükleyicisi; veri başvuruyla,
TimeEval - CalIt2,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Sadece değerlendirme,benchmark,Bina giriş sayımları; Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
TimeEval - Daphnet,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
TimeEval - Dodgers,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Sadece değerlendirme,benchmark,Otoyol rampası sayacı; Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
TimeEval - Genesis,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
TimeEval - GHL,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
TimeEval - Kitsune,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Uygun değil,–,Ağ akışı öznitelikleri; zaman serisi değil (DDoS setiyle aynı nedenle),
TimeEval - LTDB,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Sadece değerlendirme,benchmark,EKG; Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
TimeEval - Metro,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Sadece değerlendirme,benchmark,Metro trafik hacmi; Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
TimeEval - MITDB,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Kullanılıyor,eğitim,MIT-BIH bizde eğitimde; resmi gönderimde çıkarılmalı,
TimeEval - NormA,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Uygun değil,–,Sentetik; kendi üreticimiz var,
TimeEval - Occupancy,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Kullanılıyor,eğitim,UCI Occupancy eğitimde (etiketsiz),
TimeEval - OPPORTUNITY,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
TimeEval - SVDB,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Sadece değerlendirme,benchmark,EKG; Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
TimeEval - SMD,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Kullanılıyor,benchmark,Zaten değerlendirmede,
TimeEval - SMAP,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Kullanılıyor,benchmark,Zaten değerlendirmede,
TimeEval - MSL,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Kullanılıyor,benchmark,Zaten değerlendirmede,
TimeEval - NAB,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Kullanılıyor,benchmark,Zaten değerlendirmede,
TimeEval - UCR/KDD21,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Kullanılıyor,benchmark,Zaten değerlendirmede,
TimeEval - GutenTAG,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Uygun değil,–,Sentetik üretici; kendi üreticimiz var,
TimeEval - TODS/NeurIPS-TS,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Uygun değil,–,Sentetik; kendi üreticimiz var,
TimeEval - CATSv2,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Kullanılıyor,eğitim + tanıdık doğrulama,CATS kullanılıyor; resmi gönderimde çıkarılmalı,
TimeEval - Exathlon,https://timeeval.github.io/evaluation-paper/notebooks/Datasets.html,Global,Benchmark site,TimeEval canonical anomaly labels,TimeEval,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
TimeEval repository,https://github.com/TimeEval/TimeEval,Global,GitHub/Web,Binary 0/1 labels,TimeEval,,Katalog / araç,–,Değerlendirme çerçevesi,
mTSBench - CalIt2,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
mTSBench - CreditCard,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Uygun değil,–,Tablo / ağ akışı verisi; zaman serisi değil,
mTSBench - Daphnet,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
mTSBench - Exathlon,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
mTSBench - GECCO,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
mTSBench - GHL,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
mTSBench - Genesis,https://github.com/PLAN-Lab/mTSBench,Global,GitHub/Web,Benchmark anomaly ground truth,mTSBench,,Sadece değerlendirme,benchmark,Benchmark ailesinde (TSB-AD/TSB-UAD/TimeEval/mTSBench); eğitime girerse ölçüm geçersiz olur,
